2025-08-05 18:24:10.927036+00:00 UTC
skupper-prd-dor-skupper-router-6c9d8b4d99-dv879

Router Addresses
  class   addr                                                     distrib    pri  local  remote  in       out        thru
  local   temp.nWRPHH7GqW0bvKA                                     balanced   -    1      0       1        1          0
  local   temp.nXPJlJxjM7xGnsa                                     balanced   -    1      0       0        1          0
  local   temp.nhD93WgFw4kLamH                                     balanced   -    1      0       1        1          0
  local   temp.nhK30wwVIfaKTE4                                     balanced   -    1      0       1        1          0
  local   temp.nnN5LgOS6cywBhe                                     balanced   -    1      0       1        1          0
  local   temp.nsfs1EFCG_oEWqC                                     balanced   -    1      0       1        1          0
  local   temp.o+iqhkXvNo1U9tb                                     balanced   -    1      0       1        1          0
  local   temp.o7U9nQnTvExhnUz                                     balanced   -    1      0       1        1          0
  local   temp.o8QJrRXsiLOo6Uw                                     balanced   -    1      0       1        1          0
  local   temp.oM1MixcGP0FB4rF                                     balanced   -    1      0       1        1          0
  local   temp.oVyq9y+_rJ_XpTk                                     balanced   -    1      0       1        1          0
  local   temp.okoWAvbNm3Tmk9J                                     balanced   -    1      0       1        1          0
  local   temp.om04OexVeB7_4Qb                                     balanced   -    1      0       1        1          0
  local   temp.pBuz3iGEKst5jro                                     balanced   -    1      0       1        1          0
  local   temp.pSTv_h+esfJIQkW                                     balanced   -    1      0       1        1          0
  local   temp.p_MdL6P6bDmXVLE                                     balanced   -    1      0       1        1          0
  local   temp.pgiPfW8w_sskl3l                                     balanced   -    1      0       1        1          0
  local   temp.pkc7g3RuTNbpVnV                                     balanced   -    1      0       1        1          0
  local   temp.qBcovk1DRWhIQcx                                     balanced   -    1      0       1        1          0
  local   temp.qwlYmUAQEjYcEh4                                     balanced   -    1      0       1        1          0
  local   temp.r5U74rHOWKs1Rzf                                     balanced   -    1      0       1        1          0
  local   temp.rMM1YtsWDn9vTPb                                     balanced   -    1      0       0        0          0
  local   temp.rb3m9YgX7GiDfU_                                     balanced   -    1      0       1        1          0
  local   temp.rohWkWD6qi2B_Gy                                     balanced   -    1      0       1        1          0
  local   temp.rpXPKAnm+JZSn_w                                     balanced   -    1      0       1        1          0
  local   temp.rx_bX73yo16Ae3K                                     balanced   -    1      0       1        1          0
  local   temp.s3CV16vqcZWZR4V                                     balanced   -    1      0       1        1          0
  local   temp.sOfUTOh3pOAkJUp                                     balanced   -    1      0       1        1          0
  local   temp.skTVRU9hDqKt3im                                     balanced   -    1      0       1        1          0
  local   temp.so_ZbONwU1gOIbq                                     balanced   -    1      0       1        1          0
  local   temp.t31SLo2gysx75Az                                     balanced   -    1      0       1        1          0
  local   temp.tYbP7QYJzpo6ILC                                     balanced   -    1      0       1        1          0
  local   temp.tnE89gIYvby2vrv                                     balanced   -    1      0       0        0          0
  local   temp.txLeipe3Mr0L979                                     balanced   -    1      0       1        1          0
  local   temp.u5dM_xBrmi_sKA_                                     balanced   -    1      0       1        1          0
  local   temp.uIGbpzE5k6gEzB4                                     balanced   -    1      0       1        1          0
  local   temp.utKpcInDGM+yVUq                                     balanced   -    1      0       1        1          0
  local   temp.vYG17ZR3omrBYyL                                     balanced   -    1      0       1        1          0
  local   temp.vYuPJ+8y1sGs+9d                                     balanced   -    1      0       1        1          0
  local   temp.vgReMbTnIIo2Zhh                                     balanced   -    1      0       1        1          0
  local   temp.vglZs2NqUH1aGlE                                     balanced   -    1      0       1        1          0
  local   temp.vzvs+gAtgA9g35q                                     balanced   -    1      0       1        1          0
  local   temp.wDtsCJhfZ2Iz8AU                                     balanced   -    1      0       1        1          0
  local   temp.wk1ixBSrQsAPfHS                                     balanced   -    1      0       1        1          0
  local   temp.wpjSY_r21ybXou2                                     balanced   -    1      0       1        1          0
  local   temp.wvYHzkwXDUQXcs+                                     balanced   -    1      0       1        1          0
  local   temp.xVmFvtPw_9PB6MF                                     balanced   -    1      0       1        1          0
  local   temp.x_+QIr1x3GHRILG                                     balanced   -    1      0       1        1          0
  local   temp.xhBiYM35XWFtVoa                                     balanced   -    1      0       1        1          0
  local   temp.xqN9wcQwVOeh_C_                                     balanced   -    1      0       0        0          0
  local   temp.y9UXm5wZNU6gTK8                                     balanced   -    1      0       1        1          0
  local   temp.yBZ8J4+rrEzqhVT                                     balanced   -    1      0       1        1          0
  local   temp.yH7A1Uywo3suOwh                                     balanced   -    1      0       1        1          0
  local   temp.yT_oPx3WTFdq59P                                     balanced   -    1      0       1        1          0
  local   temp.yXUM7+FwTsWx_dc                                     balanced   -    1      0       0        81         0
  local   temp.yeA3p8yx+soBjOJ                                     balanced   -    1      0       1        1          0
  local   temp.ypuczZp633a0Xyf                                     balanced   -    1      0       1        1          0
  local   temp.z2JLuAXzWkK+wAR                                     balanced   -    1      0       1        1          0
  local   temp.zjXwDfYTB5_dMao                                     balanced   -    1      0       1        1          0
